"","Matricula","Plantel","Turno","Estatus","Materias","Cal","Anho","PeriodoCert","Gen","Lic","Periodo"
"2203","14-003-1270","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2204","14-003-1270","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2205","14-003-1270","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2206","14-003-1270","GAM","V","ACTIVO","INGLES III","NC","21","Primer","14","Derecho",1-01-21
"2207","14-003-1270","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","14","Derecho",1-01-21
"2208","14-003-1270","GAM","V","ACTIVO","INGLES III","C","21","Primer","14","Derecho",1-04-21
"2209","14-003-1498","GAM","V","ACTIVO","DERECHOS HUMANOS","C","20","Primer","14","Derecho",1-06-20
"2210","14-003-1498","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","C","20","Primer","14","Derecho",1-06-20
"2211","14-003-1498","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","21","Primer","14","Derecho",1-01-21
"2212","14-003-1498","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","21","Primer","14","Derecho",1-01-21
"2213","14-003-1498","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","14","Derecho",1-01-21
"2214","14-003-1498","GAM","V","ACTIVO","INGLES I","C","21","Primer","14","Derecho",1-06-21
"2215","14-003-1498","GAM","V","ACTIVO","INGLES III","C","21","Primer","14","Derecho",1-06-21
"2216","14-003-1498","GAM","V","ACTIVO","DERECHO DE AMPARO","C","21","Primer","14","Derecho",1-06-21
"2217","14-003-1498","GAM","V","ACTIVO","INGLES I","NC","21","Primer","14","Derecho",1-04-21
"2218","14-003-1498","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","22","Primer","14","Derecho",1-06-22
"2219","14-004-0013","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","14","Derecho",1-06-20
"2220","14-004-0013","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","20","Primer","14","Derecho",1-06-20
"2221","14-004-0013","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","20","Primer","14","Derecho",1-06-20
"2222","14-004-0013","GAM","V","ACTIVO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","C","20","Primer","14","Derecho",1-06-20
"2223","14-004-0013","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","21","Primer","14","Derecho",1-01-21
"2224","14-004-0013","GAM","V","ACTIVO","DERECHO AGRARIO","C","21","Primer","14","Derecho",1-01-21
"2225","14-004-0013","GAM","V","ACTIVO","DERECHO INDIGENA","C","21","Primer","14","Derecho",1-01-21
"2226","14-004-0013","GAM","V","ACTIVO","DERECHO MERCANTIL","C","21","Segundo","14","Derecho",1-12-21
"2227","14-004-0013","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","21","Segundo","14","Derecho",1-12-21
"2228","14-004-0013","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Segundo","14","Derecho",1-12-21
"2229","14-004-0013","GAM","V","ACTIVO","DERECHO FISCAL","NC","22","Primer","14","Derecho",1-06-22
"2230","14-004-0013","GAM","V","ACTIVO","DERECHO LABORAL","C","22","Primer","14","Derecho",1-06-22
"2231","14-008-0001","PESCER","M","EGRESADO","SEMINARIO DE INVESTIGACION I","NC","21","Primer","14","Derecho",1-06-21
"2232","14-008-0001","PESCER","M","EGRESADO","SEMINARIO DE INVESTIGACION I","NC","21","Segundo","14","Derecho",1-12-21
"2233","14-008-0001","PESCER","M","EGRESADO","SEMINARIO DE INVESTIGACION I","C","22","Primer","14","Derecho",1-06-22
"2234","14-010-0002","SLT","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","C","20","Primer","14","Derecho",1-06-20
"2235","14-010-0002","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","20","Primer","14","Derecho",1-06-20
"2236","14-010-0002","SLT","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","20","Primer","14","Derecho",1-06-20
"2237","14-010-0002","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","20","Primer","14","Derecho",1-06-20
"2238","14-010-0002","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2239","14-010-0002","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","21","Primer","14","Derecho",1-01-21
"2240","14-010-0002","GAM","V","ACTIVO","DERECHO LABORAL","C","21","Primer","14","Derecho",1-06-21
"2241","14-010-0002","SLT","V","ACTIVO","INGLES III","C","21","Primer","14","Derecho",1-06-21
"2242","14-011-0075","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2243","14-011-0086","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","20","Primer","14","Derecho",1-06-20
"2244","14-011-0086","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","20","Primer","14","Derecho",1-06-20
"2245","14-011-0086","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2246","14-011-0086","GAM","V","ACTIVO","DELITOS EN PARTICULAR","C","21","Primer","14","Derecho",1-01-21
"2247","14-011-0086","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","C","21","Primer","14","Derecho",1-04-21
"2248","14-011-0104","GAM","V","ACTIVO","DERECHOS HUMANOS","NC","20","Primer","14","Derecho",1-06-20
"2249","14-011-0104","GAM","V","ACTIVO","DERECHOS HUMANOS","C","20","Segundo","14","Derecho",1-09-20
"2250","14-011-0104","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","C","20","Segundo","14","Derecho",1-09-20
"2251","14-011-0130","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","NC","20","Segundo","14","Derecho",1-09-20
"2252","14-011-0130","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","NC","20","Segundo","14","Derecho",1-09-20
"2253","14-011-0130","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Segundo","14","Derecho",1-09-20
"2254","14-011-0130","GAM","V","ACTIVO","INGLES II","NC","20","Segundo","14","Derecho",1-09-20
"2255","14-011-0137","GAM","V","ACTIVO","DERECHO LABORAL","NC","20","Primer","14","Derecho",1-06-20
"2256","14-011-0137","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","NC","20","Primer","14","Derecho",1-06-20
"2257","14-011-0137","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","NC","20","Primer","14","Derecho",1-06-20
"2258","14-011-0137","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","C","20","Primer","14","Derecho",1-06-20
"2259","14-011-0192","GAM","V","ACTIVO","INGLES III","C","20","Primer","14","Derecho",1-06-20
"2260","14-011-0192","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Primer","14","Derecho",1-01-21
"2261","14-011-0192","GAM","V","ACTIVO","DERECHO FISCAL","C","21","Primer","14","Derecho",1-06-21
"2262","14-011-0213","SLT","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","20","Primer","14","Derecho",1-06-20
"2263","14-011-0213","GAM","V","ACTIVO","INGLES II","C","20","Primer","14","Derecho",1-06-20
"2264","14-011-0213","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","NC","20","Segundo","14","Derecho",1-09-20
"2265","14-011-0213","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","NC","21","Primer","14","Derecho",1-01-21
"2266","14-011-0213","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Primer","14","Derecho",1-01-21
"2267","14-011-0213","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","21","Primer","14","Derecho",1-01-21
"2268","14-011-0213","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","21","Primer","14","Derecho",1-01-21
"2269","14-011-0239","GAM","V","ACTIVO","DERECHO FISCAL","C","20","Primer","14","Derecho",1-06-20
"2270","14-011-0239","GAM","V","ACTIVO","CLINICA PROCESAL","C","21","Primer","14","Derecho",1-01-21
"2271","14-011-0239","IZT","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","22","Primer","14","Derecho",1-06-22
"2272","14-011-0275","GAM","V","ACTIVO","DERECHO FISCAL","C","20","Primer","14","Derecho",1-06-20
"2273","14-011-0275","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","20","Primer","14","Derecho",1-06-20
"2274","14-011-0275","GAM","V","ACTIVO","DELITOS EN PARTICULAR","C","21","Primer","14","Derecho",1-01-21
"2275","14-011-0275","GAM","V","ACTIVO","INGLES III","C","21","Primer","14","Derecho",1-01-21
"2276","14-011-0293","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Primer","14","Derecho",1-06-20
"2277","14-011-0293","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","20","Primer","14","Derecho",1-06-20
"2278","14-011-0297","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Primer","14","Derecho",1-06-20
"2279","14-011-0297","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Primer","14","Derecho",1-06-20
"2280","14-011-0297","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","14","Derecho",1-06-20
"2281","14-011-0297","GAM","V","ACTIVO","DERECHO INDIGENA","C","20","Segundo","14","Derecho",1-09-20
"2282","14-011-0297","GAM","V","ACTIVO","DERECHO FISCAL","C","20","Segundo","14","Derecho",1-09-20
"2283","14-011-0297","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","21","Primer","14","Derecho",1-01-21
"2284","14-011-0297","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2285","14-011-0297","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS II","C","21","Primer","14","Derecho",1-01-21
"2286","14-011-0297","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","14","Derecho",1-01-21
"2287","14-011-0297","GAM","V","ACTIVO","CONTRATOS","NC","21","Primer","14","Derecho",1-06-21
"2288","14-011-0297","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","21","Primer","14","Derecho",1-06-21
"2289","14-011-0297","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","21","Primer","14","Derecho",1-06-21
"2290","14-011-0297","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-04-21
"2291","14-011-0297","GAM","V","ACTIVO","CONTRATOS","C","21","Segundo","14","Derecho",1-12-21
"2292","14-011-0297","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","C","22","Primer","14","Derecho",1-06-22
"2293","14-011-0313","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","14","Derecho",1-06-20
"2294","14-011-0313","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","20","Primer","14","Derecho",1-06-20
"2295","14-011-0313","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Primer","14","Derecho",1-06-20
"2296","14-011-0313","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","20","Primer","14","Derecho",1-06-20
"2297","14-011-0313","GAM","V","ACTIVO","PUBLICIDAD Y PROPAGANDA","C","21","Primer","14","Derecho",1-01-21
"2298","14-011-0313","GAM","V","ACTIVO","PERIODISMO ESCRITO: GENEROS INFORMATIVOS","C","21","Primer","14","Derecho",1-01-21
"2299","14-011-0313","GAM","V","ACTIVO","ENFOQUES ESTRUCTURALISTAS EN COMUNICACION","C","21","Primer","14","Derecho",1-01-21
"2300","14-011-0313","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","C","21","Primer","14","Derecho",1-01-21
"2301","14-011-0313","GAM","V","ACTIVO","CULTURA Y PODER","C","21","Primer","14","Derecho",1-01-21
"2302","14-011-0313","GAM","V","ACTIVO","DERECHO CINE Y LITERATURA","NC","21","Primer","14","Derecho",1-01-21
"2303","14-011-0313","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","14","Derecho",1-01-21
"2304","14-011-0313","GAM","V","ACTIVO","MEDIO RADIOFONICO","NC","21","Primer","14","Derecho",1-01-21
"2305","14-011-0313","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","21","Primer","14","Derecho",1-01-21
"2306","14-011-0313","GAM","V","ACTIVO","ESTUDIOS POSCOLONIALES Y SUBALTERNOS","C","21","Primer","14","Derecho",1-06-21
"2307","14-011-0313","GAM","V","ACTIVO","METODOLOGIA CUALITATIVA","NC","21","Primer","14","Derecho",1-06-21
"2308","14-011-0313","GAM","V","ACTIVO","CRITICA A LA ILUSTRACION","C","21","Primer","14","Derecho",1-06-21
"2309","14-011-0314","GAM","V","ACTIVO","SEMINARIO DE TESIS","NC","20","Segundo","14","Derecho",1-09-20
"2310","14-011-0314","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","NC","20","Segundo","14","Derecho",1-09-20
"2311","14-011-0314","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","NC","20","Segundo","14","Derecho",1-09-20
"2312","14-011-0374","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Primer","14","Derecho",1-06-20
"2313","14-011-0374","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Segundo","14","Derecho",1-09-20
"2314","14-011-0374","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","14","Derecho",1-01-21
"2315","14-011-0398","GAM","V","ACTIVO","DERECHO DE AMPARO","C","20","Primer","14","Derecho",1-06-20
"2316","14-011-0398","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","20","Primer","14","Derecho",1-06-20
"2317","14-011-0398","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","20","Primer","14","Derecho",1-06-20
"2318","14-011-0398","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","14","Derecho",1-06-20
"2319","14-011-0398","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Primer","14","Derecho",1-06-20
"2320","14-011-0398","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","20","Primer","14","Derecho",1-06-20
"2321","14-011-0398","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","NC","20","Primer","14","Derecho",1-06-20
"2322","14-011-0398","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Segundo","14","Derecho",1-09-20
"2323","14-011-0398","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Segundo","14","Derecho",1-09-20
"2324","14-011-0398","GAM","V","ACTIVO","INGLES II","C","20","Segundo","14","Derecho",1-09-20
"2325","14-011-0398","GAM","V","ACTIVO","INGLES III","C","20","Segundo","14","Derecho",1-09-20
"2326","14-011-0398","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","C","20","Segundo","14","Derecho",1-09-20
"2327","14-011-0398","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","C","21","Primer","14","Derecho",1-01-21
"2328","14-011-0398","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","21","Primer","14","Derecho",1-01-21
"2329","14-011-0398","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","21","Primer","14","Derecho",1-01-21
"2330","14-011-0398","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","C","21","Primer","14","Derecho",1-01-21
"2331","14-011-0398","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","14","Derecho",1-01-21
"2332","14-011-0398","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","21","Primer","14","Derecho",1-06-21
"2333","14-011-0398","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","NC","21","Primer","14","Derecho",1-06-21
"2334","14-011-0398","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","14","Derecho",1-04-21
"2335","14-011-0398","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","NC","21","Primer","14","Derecho",1-04-21
"2336","14-011-0398","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","NC","21","Primer","14","Derecho",1-04-21
"2337","14-011-0398","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","14","Derecho",1-12-21
"2338","14-011-0398","DV","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","NC","21","Segundo","14","Derecho",1-12-21
"2339","14-011-0398","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Segundo","14","Derecho",1-12-21
"2340","14-011-0398","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Segundo","14","Derecho",1-12-21
"2341","14-011-0398","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","NC","21","Segundo","14","Derecho",1-09-21
"2342","14-011-0398","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","NC","21","Segundo","14","Derecho",1-09-21
"2343","14-011-0398","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","21","Segundo","14","Derecho",1-09-21
"2344","14-011-0398","SLT","V","ACTIVO","DERECHO CINE Y LITERATURA","C","22","Primer","14","Derecho",1-03-22
"2345","14-011-0398","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","NC","22","Primer","14","Derecho",1-03-22
"2346","14-011-0398","SLT","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","NC","22","Primer","14","Derecho",1-03-22
"2347","14-011-0408","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","20","Primer","14","Derecho",1-06-20
"2348","14-011-0408","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","20","Primer","14","Derecho",1-06-20
"2349","14-011-0408","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","14","Derecho",1-06-20
"2350","14-011-0408","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","20","Primer","14","Derecho",1-06-20
"2351","14-011-0408","GAM","V","ACTIVO","DERECHO INDIGENA","NC","20","Primer","14","Derecho",1-06-20
"2352","14-011-0408","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Primer","14","Derecho",1-06-20
"2353","14-011-0408","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","NC","21","Primer","14","Derecho",1-01-21
"2354","14-011-0408","GAM","V","ACTIVO","DERECHO INDIGENA","C","21","Primer","14","Derecho",1-01-21
"2355","14-011-0408","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","14","Derecho",1-01-21
"2356","14-011-0408","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2357","14-011-0408","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Primer","14","Derecho",1-01-21
"2358","14-011-0408","GAM","V","ACTIVO","DERECHO DE AMPARO","C","21","Primer","14","Derecho",1-06-21
"2359","14-011-0408","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","C","21","Primer","14","Derecho",1-06-21
"2360","14-011-0408","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES III","NC","21","Primer","14","Derecho",1-06-21
"2361","14-011-0408","GAM","V","ACTIVO","ANALISIS CULTURAL","C","21","Primer","14","Derecho",1-06-21
"2362","14-011-0408","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","NC","21","Primer","14","Derecho",1-06-21
"2363","14-011-0408","SLT","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","C","21","Segundo","14","Derecho",1-12-21
"2364","14-011-0408","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","NC","21","Segundo","14","Derecho",1-12-21
"2365","14-011-0408","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Segundo","14","Derecho",1-12-21
"2366","14-011-0408","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","14","Derecho",1-12-21
"2367","14-011-0437","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","NC","20","Segundo","14","Derecho",1-09-20
"2368","14-011-0437","GAM","V","ACTIVO","DERECHOS HUMANOS","NC","20","Segundo","14","Derecho",1-09-20
"2369","14-011-0437","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","20","Segundo","14","Derecho",1-09-20
"2370","14-011-0437","GAM","V","ACTIVO","TEORIA DEL ESTADO","NC","20","Segundo","14","Derecho",1-09-20
"2371","14-011-0437","GAM","V","ACTIVO","DERECHO AMBIENTAL","NC","20","Segundo","14","Derecho",1-09-20
"2372","14-011-0437","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","20","Segundo","14","Derecho",1-09-20
"2373","14-011-0437","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","NC","20","Segundo","14","Derecho",1-09-20
"2374","14-011-0437","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","20","Segundo","14","Derecho",1-09-20
"2375","14-011-0437","GAM","V","ACTIVO","INGLES III","NC","20","Segundo","14","Derecho",1-09-20
"2376","14-011-0437","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","NC","21","Primer","14","Derecho",1-01-21
"2377","14-011-0437","GAM","V","ACTIVO","CONTRATOS","NC","21","Primer","14","Derecho",1-01-21
"2378","14-011-0437","GAM","V","ACTIVO","SEMINARIO DE TESIS","NC","21","Primer","14","Derecho",1-01-21
"2379","14-011-0437","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","NC","21","Primer","14","Derecho",1-01-21
"2380","14-011-0437","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","NC","21","Primer","14","Derecho",1-04-21
"2381","14-011-0437","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","NC","21","Primer","14","Derecho",1-04-21
"2382","14-011-0437","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","21","Segundo","14","Derecho",1-12-21
"2383","14-011-0437","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","NC","21","Segundo","14","Derecho",1-12-21
"2384","14-011-0437","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","NC","21","Segundo","14","Derecho",1-12-21
"2385","14-011-0437","GAM","V","ACTIVO","CONTRATOS","NC","21","Segundo","14","Derecho",1-12-21
"2386","14-011-0437","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","C","22","Primer","14","Derecho",1-06-22
"2387","14-011-0437","GAM","V","ACTIVO","DERECHO AMBIENTAL","NC","22","Primer","14","Derecho",1-06-22
"2388","14-011-0437","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","NC","22","Primer","14","Derecho",1-06-22
"2389","14-011-0437","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","22","Primer","14","Derecho",1-06-22
"2390","14-011-0437","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","22","Primer","14","Derecho",1-06-22
"2391","14-011-0437","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","C","22","Primer","14","Derecho",1-06-22
"2392","14-011-0461","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Primer","14","Derecho",1-06-20
"2393","14-011-0461","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","20","Primer","14","Derecho",1-06-20
"2394","14-011-0461","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","NC","20","Primer","14","Derecho",1-06-20
"2395","14-011-0461","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Primer","14","Derecho",1-06-20
"2396","14-011-0461","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","C","20","Primer","14","Derecho",1-06-20
"2397","14-011-0461","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","20","Primer","14","Derecho",1-06-20
"2398","14-011-0461","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","14","Derecho",1-06-20
"2399","14-011-0461","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","C","20","Primer","14","Derecho",1-06-20
"2400","14-011-0461","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","20","Primer","14","Derecho",1-06-20
"2401","14-011-0461","GAM","V","ACTIVO","DERECHO FISCAL","C","20","Segundo","14","Derecho",1-09-20
"2402","14-011-0461","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","NC","20","Segundo","14","Derecho",1-09-20
"2403","14-011-0461","GAM","V","ACTIVO","INGLES II","C","20","Segundo","14","Derecho",1-09-20
"2404","14-011-0461","DV","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","C","20","Segundo","14","Derecho",1-09-20
"2405","14-011-0461","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","C","21","Primer","14","Derecho",1-01-21
"2406","14-011-0461","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","C","21","Primer","14","Derecho",1-01-21
"2407","14-011-0461","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Primer","14","Derecho",1-01-21
"2408","14-011-0461","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","C","21","Primer","14","Derecho",1-01-21
"2409","14-011-0461","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","21","Primer","14","Derecho",1-01-21
"2410","14-011-0482","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","20","Segundo","14","Derecho",1-09-20
"2411","14-011-0482","GAM","V","ACTIVO","OBLIGACIONES","NC","20","Segundo","14","Derecho",1-09-20
"2412","14-011-0482","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","20","Segundo","14","Derecho",1-09-20
"2413","14-011-0482","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","20","Segundo","14","Derecho",1-09-20
"2414","14-011-0482","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","NC","20","Segundo","14","Derecho",1-09-20
"2415","14-011-0482","GAM","V","ACTIVO","DERECHO LABORAL","NC","20","Segundo","14","Derecho",1-09-20
"2416","14-011-0482","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","NC","20","Segundo","14","Derecho",1-09-20
"2417","14-011-0482","GAM","V","ACTIVO","FRANCES III","NC","20","Segundo","14","Derecho",1-09-20
"2418","14-011-0482","GAM","V","ACTIVO","FRANCES II","NC","20","Segundo","14","Derecho",1-09-20
"2419","14-011-0482","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Segundo","14","Derecho",1-12-21
"2420","14-011-0482","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Segundo","14","Derecho",1-12-21
"2421","14-011-0482","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","21","Segundo","14","Derecho",1-12-21
